SNR[dB],BER
0.0,0.1449764453125
4.0,0.05339546875
8.0,0.009298828125
12.0,0.0006113671875
16.0,1.6640625e-05
20.0,2.734375e-07
24.0,0.0
28.0,0.0
32.0,0.0
36.0,0.0
40.0,0.0
