SNR[dB],BER
0.0,0.224740546875
4.0,0.1311337109375
8.0,0.0418077734375
12.0,0.004979296875
16.0,0.0002589453125
20.0,1.01171875e-05
24.0,2.734375e-07
28.0,0.0
32.0,0.0
36.0,0.0
40.0,0.0
