SNR[dB],BER
0.0,0.2175587109375
4.0,0.1419040625
8.0,0.07905734375
12.0,0.0377976953125
16.0,0.0163542578125
20.0,0.0066463671875
24.0,0.0027708203125
28.0,0.001076875
32.0,0.0004194921875
36.0,0.0002008203125
40.0,7.4375e-05
