SNR[dB],BER
0.0,0.332992890625
4.0,0.255886328125
8.0,0.1675915625
12.0,0.09123390625
16.0,0.0440814453125
20.0,0.0194528125
24.0,0.0079245703125
28.0,0.0031066796875
32.0,0.0012585546875
36.0,0.0004676171875
40.0,0.0002019140625
